Country,State,Zip,City,Tax Rate,Tax Name,Priority,Compound,Shipping,Tax Class
US,CA,95202-95207,*,8.25,CA Sales,1,1,1,standard
US,CA,95208-95208,*,8,CA Sales,1,1,1,standard
US,CA,95209-95211,*,8.25,CA Sales,1,1,1,standard
US,CA,95212-95215,*,8,CA Sales,1,1,1,standard
US,CA,95219-95219,*,8.25,CA Sales,1,1,1,standard
US,CA,95220-95220,*,8,CA Sales,1,1,1,standard
US,CA,95221-95226,*,7.5,CA Sales,1,1,1,standard
US,CA,95227-95227,*,8,CA Sales,1,1,1,standard
US,CA,95228-95229,*,7.5,CA Sales,1,1,1,standard
US,CA,95230-95231,*,8,CA Sales,1,1,1,standard
US,CA,95232-95233,*,7.5,CA Sales,1,1,1,standard
US,CA,95234-95242,*,8,CA Sales,1,1,1,standard
US,CA,95245-95252,*,7.5,CA Sales,1,1,1,standard
US,CA,95253-95253,*,8,CA Sales,1,1,1,standard
US,CA,95254-95257,*,7.5,CA Sales,1,1,1,standard
US,CA,95258-95258,*,8,CA Sales,1,1,1,standard
US,CA,95267-95269,*,8.25,CA Sales,1,1,1,standard
US,CA,95296-95296,*,8,CA Sales,1,1,1,standard
US,CA,95297-95297,*,8.25,CA Sales,1,1,1,standard
US,CA,95301-95301,*,8,CA Sales,1,1,1,standard
US,CA,95303-95303,*,7.5,CA Sales,1,1,1,standard
US,CA,95304-95304,*,8,CA Sales,1,1,1,standard
US,CA,95305-95305,*,7.5,CA Sales,1,1,1,standard
US,CA,95306-95306,*,8,CA Sales,1,1,1,standard
US,CA,95307-95307,*,8.125,CA Sales,1,1,1,standard
US,CA,95309-95310,*,7.5,CA Sales,1,1,1,standard
US,CA,95311-95311,*,8,CA Sales,1,1,1,standard
US,CA,95312-95312,*,7.5,CA Sales,1,1,1,standard
US,CA,95313-95313,*,7.625,CA Sales,1,1,1,standard
US,CA,95315-95315,*,7.5,CA Sales,1,1,1,standard
US,CA,95316-95316,*,7.625,CA Sales,1,1,1,standard
US,CA,95317-95317,*,7.5,CA Sales,1,1,1,standard
US,CA,95318-95318,*,8,CA Sales,1,1,1,standard
US,CA,95319-95319,*,7.625,CA Sales,1,1,1,standard
US,CA,95320-95320,*,8,CA Sales,1,1,1,standard
US,CA,95321-95321,*,7.5,CA Sales,1,1,1,standard
US,CA,95322-95322,*,8,CA Sales,1,1,1,standard
US,CA,95323-95323,*,7.625,CA Sales,1,1,1,standard
US,CA,95324-95324,*,7.5,CA Sales,1,1,1,standard
US,CA,95325-95325,*,8,CA Sales,1,1,1,standard
US,CA,95326-95326,*,7.625,CA Sales,1,1,1,standard
US,CA,95327-95327,*,7.5,CA Sales,1,1,1,standard
US,CA,95328-95328,*,7.625,CA Sales,1,1,1,standard
US,CA,95329-95329,*,7.5,CA Sales,1,1,1,standard
US,CA,95330-95330,*,9,CA Sales,1,1,1,standard
US,CA,95333-95335,*,7.5,CA Sales,1,1,1,standard
US,CA,95336-95337,*,8.5,CA Sales,1,1,1,standard
US,CA,95338-95341,*,8,CA Sales,1,1,1,standard
US,CA,95343-95343,*,7.5,CA Sales,1,1,1,standard
US,CA,95344-95345,*,8,CA Sales,1,1,1,standard
US,CA,95346-95347,*,7.5,CA Sales,1,1,1,standard
US,CA,95348-95348,*,8,CA Sales,1,1,1,standard
US,CA,95350-95360,*,7.625,CA Sales,1,1,1,standard
US,CA,95361-95361,*,8.125,CA Sales,1,1,1,standard
US,CA,95363-95363,*,7.625,CA Sales,1,1,1,standard
